positivo|curso online de  dirigido a educadores e interesados que quieran iniciarse en programacion
positivo|python es un lenguaje programacion sencillo limpio y facil de aprender
positivo|terminado desarrollo en html css y javascript de apps web android ios y firefoxos
negativo|cuando olvido poner un where en mi consulta delete
positivo|mi skill de javascript acaba de subir un punto
negativo|todavia no entiendo para que nos ensenan python si no lo vamos a usar nunca en la vida
negativo|de haber sabido que este dia seria de puros examenes no hubiera traido mis libros
negativo|que feo que despues de tener un buen fin tenga que regrese a la chinga de la tesis de maestria
negativo|codigo buggy python los  errores mas comunes que cometen los desarrolladores python
negativo|me caga ir en el camion cuando pasan por la uni ademas tuve tantos dias para estudiar y estudiare un dia antes del examen
negativo|cuando finges estar interesada en la clase de javascript y html
positivo|mi maestra de mercadotecnia se ve mas bonita que de costumbre
negativo|Este pseudo profesor es uno de los peores profesores que he tenido nunca explica jamas ayuda
negativo|Este pseudo profesor Al principio te hace sentir que vas a pasar con el muy facil pero al final deja muchas tareas
positivo|Muy buen maestro su clase no esta nada facil y constantemente te pide que investigues por tu cuenta Es ahi donde a la mayoria no le gusta ya que la clase la imparte asumiendo que investigaste Sin embargo es de gran utilidad
positivo|cada que borro archivos y enlaces de mi whatsapp siento que mi telefono descansa y me agradece de tanta tontera que me mandan
negativo|me duele tanto la cabeza de estar todo el dia en la computadora
positivo|bueno reconocer el problema es la primera fase de solucionarlo
negativo|que te reprueben por faltas neta no tiene sentido
positivo|no puedo creer que en la manana hice el registro de la tesis y ahora acabo de enviar mi protocolo
negativo|tengo mas tarea que ganas de vivir
positivo|un semestre mas y sere libre por siempre
negativo|ya no quiero ir a la escuela a ver maestra platiqueme sus razones para mandar tanta chingada diapositiva
positivo|esta chido hacer tarea contigo pero a veces no porque me dan ganas de solo escucharte
positivo|no me importa hacer mil proyectos y examenes pero ya me quiero ir a mi casa
positivo|en semana de finales siempre hay que tener tus prioridades muy claras para aprovechar el tiempo yo
negativo|ah que coraje que no me den ni una clase me estoy arrepintiendo de ir a la escuela
positivo|aqui pensando como salvar el semestre en una semana
positivo|haciendo el primer examen de programacion de mis pobres alumnos que triunfe el mal
negativo|no me gusta para nada la programacion me parece complicado
negativo|que feo es estar dando clases y estar enferma de la garganta
negativo|y es cuando te comprometes con la programacion que comienzas a odiar windows cara triste
negativo|me caga la gente que solo publica que tiene que estudiar que sus respuestas son no tienes que estudiar osea pudranse
negativo|quisiera que mis amanecidas no fueran por estudiar a esta noche la llamare supervivencia
positivo|deje dreamweaver con mil codigos abierto por mas de  horas se acabo la pila no lo guarde y todo esta como lo deje por eso te amo mac
negativo|enserio me cae gordo que los profes nos estresen tanto en estas fechas
negativo|segun le yo estoy estudiando para mi examen de egreso de la universidad y me estoy quedando dormida
negativo|no mereces que te pasen la tarea de mate discretas
positivo|mandame energias mejor que tengo mucho q estudiar estoy haciendo un gran esfuerzo donde vergas estas concentracion
negativo|cuando sientas estres por tus finales recuerda que yo no he hecho tercer parcial
negativo|a veces yo solita me complico la vida tanto academicamente social amorosa y personal
positivo|siento chido desvelarme por la school gracias dios se cambio el examen
negativo|de haber sabido que dejaban mucha tarea en la uni ni me inscribo me rindo ante el semestre
positivo|lo bueno que hoy tengo la ultima exposicion de seminario de investigacion
negativo|no se a quien se le ocurrio hacer el egel de egreso en el periodo de examenes finales y estando en practicas ni chance de estudiar  inseguro
positivo|quiero regresar a la prepa solo para pasar tiempo con mis mejores amigos por siempre
negativo|porque son tan hdp algunas profesoras parece que se olvidan lo que era estudiar  que cansancio y sin poder dormir
positivo|feliz por mis ganas de ir a la universidad todos los dias tempranito
negativo|cuando le pregunto a mi maestro que me toca exponer me manda esto y le entiendo ni madres
positivo|tengo una idea super loca para mi tesis de maestria se la conte a mis papas y me apoyaron al cien la vdd los amo mil
positivo|en espera de presentar el protocolo preliminar de doctorado
negativo|cuando estaba en la universidad el miedo principal era exponer ante el claustro de doctores
positivo|benditos los que pasaron el examen de calculo y de programacion
positivo|tengo dos examenes y tres entregas manana y aca estoy intentando que en mis lentes se vea el reflejo de que escribi
negativo|quiero llorar no porque este enferma si no porque mi promedio carajo mi promedio puedo perder la beca conacyt
positivo|yo tratando de aprenderme todo el parcial de estructura de datos en una noche alargando esta agonia escolar universidad de occidente
negativo|mi profesor de compu no ha subido nada de calificaciones que suspenso
negativo|que feo se siente saber que ya camino la materia odio los malditos examenes transformandome en perro fase dos
positivo|yo tratando de enviar todos mis trabajos de todo el semestre en un dia
positivo|que tan rara soy que no fui a la escuela en toda la semana y se me ocurre venir un viernes amanecida
positivo|mi maestra trae una funda de darth vader en su celular me cae bien
negativo|no se como sobrevivo a la clase de matematicas ta bien aburrida
negativo|when probablemente tienes presentacion de tu tesis en una hora pero el servidor no sirve y tienes que reinstalarlo
positivo|motivacion final de semestre en una semana vas a poder dedicar todo el dia a entrenar y ver netflix
positivo|lo mas hermoso es llegar y dormir despues de la escuela
negativo|que flojera dejar mi bella cama para tener dos malditas clases que ya se acaben los examenes
positivo|excelente dia para hacer mi tarea pero aunque no fuese aun asi la tengo que hacer
positivo|este ano habra capacitacion para maestros en uso de tablets
negativo|a mi siempre se me ocurre enfermarme a finales de semestre
negativo|siempre he odiado los ultimos dias de clases quiero que todo esto acabe e irme de vacaciones
positivo|que bonito es exentar el examen de conta y mate
positivo|que bonito es exentar la material de arquitectura de software con la profe
negativo|tengo miedo de no pasar arquitectura de software es demasiada talacha y documentacion
negativo|tengo miedo de reprobar mineria de datos no le entiendo ni madres cara triste
positivo|me siento super cool pasando la tarea uml y administracion de proyectos porque por fin la hice
negativo|cuando ves que la maestra esta leyendo tus trabajos y se da cuenta que le copiaste a tu amigo
negativo|despues de estar yendo a la escuela casi un ano seguido creo que se entiende mi falta de motivacion
negativo|trabajar en sistemas programacion me tiene muy harta y cansada estoy frustrada
negativo|programar en php me tiene muy cansadita y harta de todo me voy
positivo|voy a estudiar para el examen de biologia y ver la mitad de la serie it crowd en netflix me siento feliz
negativo|que aburrido hacer tanta tarea siento que no aprendo nada nuevo
positivo|no dejes que nadie te diga que no puedes hacer  proyectos atrasados en una noche
negativo|tengo que estudiar para el examen de manana pero que flojera
negativo|aun no puedo terminar el ensayo ni el protocolo de tesis
negativo|que cabron esta todo esto en java ya no quiero seguir programando
negativo|por que cuando mas necesito estudiar es cuando mas me da flojera por que
negativo|perdi mi pluma negra sera el destino diciendome que no termine la tarea de mate discretas
negativo|no entiendo ni madres de lo que habla el profe
positivo|que hermoso es salir tan temprano de clases de maestria
positivo|me alegra mucho sacarme buenas calificaciones
negativo|estamos tan acostumbrados a la falta de educacion que ante cualquier muestra de esta pensamos otra cosa
negativo|estoy bien enojada porque fui a la escuela y ni tuve clases hdspm
negativo|echarle todas las ganas en el semestre y traer buen promedio y que el final valga verga y te joda el promedio carajo
negativo|reprobe matematicas no sirvo para nada
positivo|wow ya me estoy graduando de ingeniero en sistemas computacionales
negativo|cuando te vale madres y cambias la version del framework en produccion y no le avisas a nadie
positivo|Phoenix el framework web del futuro sera el sustituto de Ruby on Rails
negativo|me siento que me lleva el payaso Cuando ando depurando en produccion
negativo|si ya saben como programo para que me dejan liberar mi codigo directamente en produccion
positivo|estoy asombrado de lo que se puede lograr con django y ruby on rails que clase de brujeria es esta
positivo|cuando estas en tus primeras clases de programacion no tengo idea de lo que estoy haciendo
positivo|un programador estos si hacen pinche magia
negativo|ayuda urgente con la implementacion de actionlistener en una clase
negativo|ayuda urgente para convertir un string a date
negativo|ayuda urgente tengo problemas con cargado de listas y tablas
negativo|ayuda urgente con la sincronizacion de bd sqlite en java con postgre sql
negativo|ayuda please quiero abrir un pdf incluido en mi libreria jar
negativo|ayuda manejo de imagenes jframe urgente
positivo|programando el factorial de un numero en mathematica y python
positivo|programando un arbol binario en Java
positivo|programando una interface grafica de usuario con bases de datos e hilos
positivo|generando numeros pseudo aleatorios con Java para implementarlo en un programa de simulacion
negativo|necesito ayuda para mi tema de tesis no se como empezar
positivo|mi meta es llegar a ser programador bien de videojuegos o aplicaciones programas o desarrollador de paginas web
negativo|alguien que maneje jquery necesito ayuda con la implementacion necesito terminar para manana es urgente
positivo|aprendiendo de la implementacion del login fb para una pagina web
positivo|aprendiendo a pintar poligonos en Google Maps
negativo|Como hago para que cuando regrese a mi pagina anterior vaya exactamente al sitio desde hice click ya me hice bolas totalmente
negativo|tengo problemas con Sublime Text alguien que me ayude se lo agradeceria bastante
negativo|Como hacer una suma de numeros grandes con pilas o con colas
positivo|ya aprendi como hacer una suma de numeros grandes con pilas y colas en Java
positivo|estoy aprendiendo a utilizar MongoDB con Python y Java me siento feliz y contento
negativo|necesito que me ayuden validar el email y usuarios en php y mysql
positivo|Aprendiendo generacion de reportes en pdf con jasperReports y Linux
negativo|necesito Ayuda con Pilas Colas y Listas no le entiendo ni madres
negativo|no se como se almacena en un JSON los datos ingresados por un formulario en HTML
positivo|aprendiendo como eliminar una linea de un archivo txt en java es muy facil y divertido
positivo|programando un Chat privado con websocket asi como utilizando archivos JSON
positivo|Comprobando como eliminar un dato introducido en un ArrayList
negativo|Hola No entiendo muy bien el metodo doGet y doPost apenas voy aprendiendo a programar
negativo|Necesito ayuda con una consulta simple en sql que me ha dado muchos dolores de cabeza
negativo|me sale un error en Visual Studio C ya no se que hacer
negativo|Hola buenas tardes soy nuevo en programacion y me gustaria ayuda con este error de sintaxis por favor
negativo|Tengo un error de novato un problema con JOptionPane ShowMessageDialog alguna idea de como resolverlo
negativo|necesito ayuda Tengo un extrano comportamiento en node js y no se la razon de este problema
positivo|Desarrollando un Framework para la aplicacion de escritorio en Java y Python
negativo|Ayuda como puedo sacar los datos almacenados en una Base de datos SQL con php y pasarlos por una variable de javascript
positivo|el profesor nos esta ensenando a hacer la conexion en bases de datos distribuidas utilizando replicacion
negativo|Ayuda para resolver este programa con un ciclo for
negativo|Ayuda Como hacer que un metodo me devuelva un objeto
negativo|tengo duda de como recuperar el valor de checkbox desde una BD con Jquery
negativo|Buenas noches please ayuda necesito actualizar un registro con un store procedure
negativo|Tengo una duda Cuales son si existen los comandos de SQL para asignar espacios a una BD
negativo|soy un novato y queria pedirles ayuda no puedo imprimir fechas PHP Y MYSQL
negativo|Como puedo hacer comparacion de dos datos en diferentes tablas SQL
positivo|aprendiendo como insertar una lista simple enlazada c dentro de una doblemente enlazada
negativo|Hola ya me canse de intentar y probar me aburri quiero que me expliquen como funciona este codigo es para una tarea
positivo|aprendiendo a conectar una base de datos mysql workbench en un programa en java netbeans
positivo|haciendo un Programa recursivo que ordene numeros estoy emocionado y enganchado
negativo|ayuda con este codigo necesito hacer este arreglo biodimensional
negativo|tengo el siguiente codigo y no se por que me marca error de sintaxis y en las librerias no se que hacer
negativo|necesito que me ayuden con el codigo en javascript para Cerrar una ventana del navegador desde otra ventana
negativo|necesito ayuda para validacion de un formulario asi como la captura de sus datos no se que hacer
positivo|el profe de programacion nos esta ensenando a programar con java y xml
positivo|el profe de programacion nos esta ensenando listas doblemente enlazadas
negativo|ayuda con este codigo necesito encontrar los primeros veinte numeros primos
positivo|aprendiendo a crear y modificar archivos txt
negativo|tengo Problemas al correr el programa usando BufferedWritter
negativo|Al ejecutar el programa no funciona como quiero que funcione
negativo|Necesito ayuda con esta llamada asincrona a un web service ya intente de muchas formas y no me funciona
negativo|Necesito ayuda para desarrollar un programa con arreglos no tengo idea de como se hace y lo necesito para el lunes
negativo|tengo un problema con JTextPane y logica de algoritmos
negativo|Error Java conexion con base de datos remota mysql y netbeans estoy frustrado
negativo|Ayuda porfavor para encontrar elementos consecutivos repetidos en una matriz
negativo|urgente problema de programacion quiero establecer propiedades en jtoolbar desde un jinternalframe
negativo|tengo duda por saber que es una clase abstracta y herencia ya me aburri de leer y estudiar
positivo|estoy estudiando un curso gratis de java y punto net orientado a nivel empresarial y certificacion
negativo|ayudame please como guardar una imagen con una aplicacion java en mysql urgente no quiero reprobar el semestre
negativo|Tengo un error en tiempo de compilacion quiero generar un exe a partir de un class
negativo|Ayuda con arreglo multidimensional y matriz de pares ordenados con java
negativo|Soy nuevo programamando y tengo problemas para imprimir un pdf a partir de un archivo word y la libreria jasper reports
positivo|Aprendiendo a programar la comunicacion serial y el hardware de impresora ticket machine
positivo|Es un ejercicio de programacion demasiado sencillo facil de entender me motiva a aprender
positivo|El ejercicio de estructuras selectivas es sencillo y practico me gusto
positivo|El ambiente de aprendizaje virtual es entretenido y divertido
negativo|Los ejercicios mostrados en el tutor estan algo confuso y enredoso
positivo|me gusto muchisimo el ejercicio quiero seguir programando
positivo|me gusto este ejercicio de variables ya que estuvo muy sencillo el ejercicio
positivo|Este tipo de tutor inteligente para aprender a programar es nueva para mi la verdad
negativo|La primera pregunta del ambiente virtual inteligente estaba muy capsiosaenredosa
negativo|no me gusto el ejercicio de ciclos ya que se me dificulto la ultima pregunta del ejercicio
positivo|Completar espacios me parece una buena forma de practicar
positivo|Interesante forma de aprender a programar en Java es positivo utilizar la tecnologia web
negativo|Me confundi un poco con este ejercicio pero no fue complicado resolverlo
negativo|No estoy seguro si esten bien planteados los codigos de salida me confunde
negativo|revisen la redaccion de este ejercicio me confundio mucho
positivo|los ejercicios me parecieron sencillos pero bien seleccionados para ser la introduccion
positivo|se me hizo muy bien el ejercicio porque te hace pensar
positivo|jeje ta weno el ejercicio de ciclos for
positivo|conceptos basicos interesantes seleccionados pegagogicamente para aprender
positivo|Los ejercicios de programacion del tutor inteligente Esta bien elaborado
positivo|El ejercicio de expresiones aritmeticas es sencillo y bueno para repasar algunos puntos de la materia de programacion
positivo|Ejercicio demasiado sencillo pero entretenido me gusto
negativo|No entendi una de las preguntas del tutor inteligente me fruste
positivo|buena manera de aprender bien la sintaxis del lenguaje java y el metodo prinzipal
negativo|estos ejercicios de programacion fue dificil para mi todavia no le entiendo a los codigos
positivo|Esta bien saber informacion acerca de la historia de Java me ayudo a recordar lo de la programacion
positivo|interesante ejercicio para saber como escribir las palabras reservadas de java
positivo|Esta algo sencillo siempre y cuando se lea con cuidado cada ejercicio
negativo|El ejercicio me parecio poco interesante y aburrido
positivo|me parecio muy bien este ejercicio porque no sabia que era un identificador y esto me motivo a investigar que era
negativo|Me parecio un poco corto este ejercicio tedioso y sin chiste no me gusto
positivo|me gusto mucho el ejercicio pero si se me dificulto para resolverlo
positivo|Un ejercicio sensillo pero que refuerza lo que ya se sabe
negativo|la herramienta no es facil ni intuitiva los ejercicios son monotonos y tediosos de resolver
positivo|Me gusto mucho el tutor el aprendizaje es dinamico y contiene muchos conceptos de logica
positivo|me agrado este ejercicio porque era algo que no sabia o no lo recordaba
negativo|Me parecio un poco complicado no le entendi a los ejemplos al final me canse y aburri
positivo|Un buen ejercicio sobre metodos y arreglos que te ayuda a pensar
negativo|El tutor inteligente no captura mi respuesta ni me proporciona retroalimentacion
negativo|El tutor inteligente no captura mi respuesta me aburre tener que aprender asi me da sueno
positivo|Te ayuda a poner tu cerebro en marcha para poder recordar todas las cosas que se han visto
negativo|Se me complico mucho el responder este ejercio tanto que no di con respuesta alguna desde el principio
negativo|Sin mis lentes para la vista apenas puedo leer los ejercicios del tutor inteligente de programacion
positivo|aprendiendo lo que se puede del php Laravel esta muy bonito
